permno,secid,sp_beg,sp_end,lnk_beg,lnk_end
82309.0,8680.0,1995-11-01,1998-06-12,1996-01-01,1998-06-12
82515.0,109791.0,2020-10-07,2020-12-31,1996-01-02,2030-12-31
82581.0,109951.0,2015-03-18,2020-12-31,1996-01-02,2030-12-31
82598.0,108055.0,1999-06-25,2020-12-31,1996-01-02,2030-12-31
82618.0,109901.0,2006-04-20,2016-05-12,1996-01-02,2016-05-11
82642.0,106858.0,2006-01-05,2020-12-31,1996-01-01,2030-12-31
82643.0,106917.0,1999-08-13,2012-09-28,1996-01-01,2016-11-28
82647.0,5983.0,1995-11-03,2000-03-31,1996-01-01,2000-03-31
82651.0,111902.0,2002-01-02,2020-12-31,1996-01-02,2030-12-31
82686.0,103065.0,1999-12-01,2020-12-31,1996-01-02,2030-12-31
82775.0,105581.0,1995-12-20,2020-12-31,1996-01-01,2030-12-31
82776.0,8747.0,1995-12-20,1998-02-20,1996-01-01,1998-02-23
82959.0,112037.0,1995-08-18,2002-02-08,1996-01-01,2002-03-14
83111.0,101210.0,2012-05-25,2020-12-31,1996-02-28,2030-12-31
83143.0,106407.0,2009-01-06,2020-12-31,1996-02-01,2030-12-31
83332.0,107050.0,1996-10-01,2006-11-30,1996-04-04,2006-11-30
83413.0,109921.0,2000-05-05,2002-05-10,1996-04-04,2015-02-05
83421.0,110590.0,2006-04-03,2013-05-23,1996-04-17,2030-12-31
83435.0,112180.0,1999-12-08,2017-06-16,1996-04-12,2017-06-16
83440.0,101725.0,1998-04-08,2000-12-01,1996-05-13,2000-12-01
83443.0,102109.0,2010-02-16,2020-12-31,1996-05-09,2030-12-31
83462.0,111256.0,1996-05-31,2004-03-24,1996-05-31,2030-12-31
83583.0,111951.0,1999-06-09,2004-11-30,1996-05-22,2004-11-30
83596.0,104232.0,1998-08-11,2008-08-26,1996-06-12,2008-08-25
83601.0,112136.0,1988-07-14,2004-12-17,1996-01-01,2030-12-31
83621.0,101566.0,2017-06-19,2020-12-31,1996-06-20,2030-12-31
83630.0,102364.0,2000-11-06,2001-08-31,1996-06-21,2030-12-31
83693.0,110143.0,2000-05-05,2006-01-31,1996-06-28,2006-01-31
83699.0,111062.0,2007-10-29,2012-12-21,1996-06-05,2013-01-07
83862.0,104081.0,2004-04-01,2020-10-06,1996-08-16,2030-12-31
83906.0,110510.0,2008-11-19,2018-11-30,1996-08-23,2030-12-31
83976.0,100974.0,2007-03-29,2013-12-20,1996-09-26,2030-12-31
83981.0,102636.0,2000-12-01,2005-12-01,1996-09-20,2005-12-05
83988.0,105351.0,1996-09-30,1998-03-31,1996-10-07,1998-03-31
84001.0,111498.0,2001-02-07,2007-03-28,1996-09-27,2007-03-28
84020.0,105926.0,1996-11-01,2010-02-26,1996-11-04,2010-02-25
84032.0,107939.0,2005-03-14,2020-12-31,1996-10-29,2030-12-31
84036.0,109841.0,2000-03-16,2007-03-30,1996-10-11,2007-03-30
84129.0,112233.0,2001-06-25,2020-12-31,1996-01-02,2030-12-31
84176.0,109988.0,2005-12-20,2008-06-30,1996-11-15,2030-12-31
84342.0,110771.0,2001-06-04,2011-12-16,1996-12-13,2016-10-31
84372.0,107846.0,2000-01-03,2007-09-28,1997-01-02,2030-12-31
84373.0,109371.0,2002-12-12,2020-12-31,1997-01-14,2030-12-31
84375.0,110950.0,1996-12-12,1999-11-04,1996-12-13,2030-12-31
84381.0,109678.0,1996-12-09,2020-12-31,1996-12-16,2030-12-31
84519.0,103022.0,2001-08-30,2009-12-18,1997-02-07,2030-12-31
84761.0,110786.0,2018-03-19,2020-12-31,1997-04-15,2030-12-31
84767.0,101209.0,2017-03-20,2020-12-31,1997-05-28,2030-12-31
84769.0,101519.0,2008-09-30,2020-12-31,1997-05-20,2030-12-31
84788.0,101310.0,2005-11-21,2020-12-31,1997-05-15,2030-12-31
85032.0,109396.0,2000-07-06,2011-03-31,1997-06-24,2011-03-31
85035.0,206043.0,2015-06-12,2020-12-31,2015-01-02,2030-12-31
85058.0,102294.0,2006-04-03,2020-12-31,1997-06-18,2030-12-31
85072.0,109088.0,2007-02-02,2020-12-31,1997-06-12,2030-12-31
85073.0,109274.0,1997-06-11,2005-09-30,1997-06-13,2005-09-30
85238.0,104420.0,2001-10-10,2007-02-09,1997-07-08,2007-02-09
85257.0,101496.0,2013-09-23,2020-12-31,1997-08-08,2030-12-31
85265.0,109812.0,2015-03-23,2020-12-31,1997-08-15,2030-12-31
85269.0,111560.0,2004-04-29,2020-12-31,1997-08-12,2030-12-31
85271.0,101354.0,2007-07-09,2009-03-03,1997-08-29,2017-01-03
85348.0,111206.0,1997-10-07,2020-12-31,1997-10-07,2030-12-31
85459.0,102524.0,2007-03-02,2020-12-31,1997-10-15,2030-12-31
85516.0,109131.0,2000-10-23,2005-03-11,1997-10-01,2013-07-25
85522.0,101612.0,2001-01-02,2006-05-17,1997-11-25,2017-01-26
85592.0,100906.0,2011-06-03,2020-12-31,1997-11-21,2030-12-31
85593.0,101138.0,2014-07-01,2019-12-20,1997-11-21,2030-12-31
85599.0,102529.0,2000-07-17,2001-06-01,1997-12-12,2001-06-01
85621.0,107504.0,2016-09-06,2020-12-31,1997-11-14,2030-12-31
85631.0,101795.0,1989-12-21,2020-12-31,1996-01-01,2030-12-31
85663.0,111436.0,2014-09-22,2020-12-31,1997-12-18,2030-12-31
85675.0,112843.0,2016-12-02,2018-10-10,2001-07-13,2018-10-10
85753.0,111666.0,2006-02-01,2020-12-31,1998-01-30,2030-12-31
85792.0,109356.0,2009-07-01,2020-12-31,1998-02-12,2030-12-31
85869.0,102041.0,1996-07-22,1999-08-06,1996-01-01,2001-01-10
85908.0,105351.0,1998-04-01,2000-12-08,1998-04-08,2030-12-31
85913.0,107248.0,1998-05-21,2020-12-31,1998-03-30,2030-12-31
85914.0,102113.0,1999-06-30,2020-12-31,1996-01-02,2030-12-31
85926.0,110000.0,1998-04-01,2020-12-31,1998-04-08,2030-12-31
85963.0,102362.0,2000-07-03,2016-01-29,1998-04-17,2016-01-29
85991.0,106908.0,2014-11-05,2017-10-12,1998-04-01,2017-10-31
86021.0,106780.0,2004-12-01,2019-06-28,1998-05-19,2030-12-31
86041.0,9412.0,2000-01-06,2000-10-02,1998-05-12,2000-10-03
86102.0,104634.0,2003-04-16,2012-12-31,1998-05-14,2030-12-31
86111.0,101444.0,2007-11-19,2020-12-31,1998-06-05,2030-12-31
86136.0,110051.0,1998-06-30,2020-12-31,1998-06-29,2030-12-31
86158.0,103138.0,2006-11-17,2020-12-31,1998-06-19,2030-12-31
